Product Name,Type,Brand,Is Anti-Biotic,Description,Meta Description,Keywords,Manufacturer,Product Cold Chain,Tags,Base Unit Label,Average Rating,MRP
Clopid-AS,medicine,Drug International Ltd.,0,,,,Drug International Ltd.,0,['chronic disease'],Tablet,0,12.04
Taste Me Drink (Orange) 25gm,food,SMC Enterprise Limited,0,"<h1><strong>About Taste Me</strong></h1>
<p>Taste Me Orange Instant Drink Powder comes in a refreshing Orange flavor. Keep everyone refreshed this summer with Taste Me and its great fruit taste with the goodness of vitamins A, B, C and Iron. A glass of Taste Me gives your child 60% of Vitamin C required for the entire day.</p>",,,SMC Enterprise Limited,0,"['Nutritious Diet', 'Ramadan Bazaar', '', 'Drinks']",25gm Packet,4.9,12
COSRX Salicylic Acid Daily Gentle Cleanser 150ml,beauty,COSRX,0,"<h2><span style=""font-size: 14pt; font-family: helvetica, arial, sans-serif;"">COSRX Salicylic Acid Daily Gentle Cleanser 150ml</span></h2>
<p>COSRX Salicylic Acid Daily Gentle Cleanser is crafted to provide an effective yet gentle cleansing solution for acne-prone skin. Featuring salicylic acid, this cleanser helps to reduce blemishes and prevent future breakouts by deeply cleansing the pores and removing excess oil and dirt.&nbsp; COSRX is a globally recognized brand known for its effective and gentle skincare products, recommended by dermatologists and loved by users.</p>
<p>&nbsp;</p>
<p><strong>Find COSRX Salicylic Acid Daily Gentle Cleanser 150ml in Bangladesh from Arogga, your trusted online store. Buy this daily gentle cleanser for clearer, healthier skin.</strong></p>
<p>&nbsp;</p>
<h3>Benefits of Using Salicylic Acid Daily Gentle Cleanser by COSRX</h3>
<p>&nbsp;</p>
<p><strong>Cleanse Your Way to Clearer Skin</strong></p>
<p>&nbsp;</p>
<p>Unveil a fresh, clean, and clear complexion with COSRX Salicylic Acid Daily Gentle Cleanser. This powerful yet gentle formula is designed to cleanse deeply, fight acne, and maintain your skin&rsquo;s natural balance. Perfect for everyday use, it targets breakouts, unclogs pores, and leaves your skin feeling refreshed and revitalized.</p>
<p>&nbsp;</p>
<p><strong>Proven Acne Treatment</strong></p>
<p>&nbsp;</p>
<p>With the power of salicylic acid, this cleanser is highly effective in treating and preventing acne. Regular use results in visibly clearer skin.</p>
<p>&nbsp;</p>
<p><strong>Gentle and Non-Drying</strong></p>
<p>&nbsp;</p>
<p>Unlike many acne treatments, this cleanser is formulated to be gentle on the skin, ensuring it doesn't strip away essential moisture.</p>
<p>&nbsp;</p>
<p><strong>&nbsp;Natural Ingredients</strong></p>
<p>&nbsp;</p>
<p>Enriched with natural ingredients like Tea Tree Oil and Willow Bark Water, it provides a holistic approach to skincare.</p>
<p>&nbsp;</p>
<p><strong>Dermatologist Recommended</strong></p>
<p>&nbsp;</p>
<p>COSRX is a trusted brand recommended by dermatologists worldwide for its efficacy and gentle formulations.</p>
<p>&nbsp;</p>
<p><strong>Positive Customer Feedback</strong></p>
<p>&nbsp;</p>
<p>Loved by users for its ability to clear up skin without irritating. Many have noticed significant improvements in their skin&rsquo;s texture and clarity.</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p><span style=""font-size: 14pt; font-family: helvetica, arial, sans-serif;""><strong>Targets</strong></span></p>
<ul>
<li>Acne-prone skin</li>
<li>Oily or combination skin</li>
<li>Rough &amp; dull Skin</li>
<li>Blackheads</li>
<li>Soft, gentle cleanse</li>
<li>Care for sensitive skin</li>
</ul>
<p>&nbsp;</p>
<p>&nbsp;</p>
<h3><span style=""font-family: helvetica, arial, sans-serif; font-size: 14pt;""><strong>Why it's special?</strong></span></h3>
<p>&nbsp;</p>
<ul>
<li>Unclog pores Foams with creamy texture draw out impurities from pores.</li>
<li>Natural BHA component Dissolve oils away and provides a fresh finish to the skin.</li>
<li>Soothing and clearing Prevent the formation of blackheads and whiteheads by exfoliation.</li>
<li>Skin beneficial essence Control sebum production and cleanse all the dirt in pores.</li>
</ul>
<p>&nbsp;</p>
<p>A Salicylic Acid Exfoliating Cleanser that reduces acne breakouts and promotes clearer skin; Salicylic Acid removes dead skin cells and makes room for new skin cells; It also contains Tea Tree Leaf Oil which has an anti-inflammatory effect and sterilization action; Micro Creamy Soap System makes perfect cleansing! BHA cleanser eradicates difficult-to-remove dead skin cells and skin trouble. Korean K Beauty pure soft gentle basic daily facial face cleanser cosmetic.</p>
<h2>&nbsp;</h2>
<h3>How to Use</h3>
<ol>
<li>Wet your face with lukewarm water.</li>
<li>Squeeze a small amount of cleanser into your hands and lather.</li>
<li>Gently massage the lather onto your face in circular motions, avoiding the eye area.</li>
<li>Rinse thoroughly with lukewarm water.</li>
<li>Pat your face dry with a clean towel.</li>
<li>Use twice daily, in the morning and at night, for optimal results.</li>
</ol>
<h2>&nbsp;</h2>
<h3><span style=""font-size: 14pt; font-family: helvetica, arial, sans-serif;""><strong>Safety Guide</strong></span></h3>
<ul>
<li>Suitable for oily and acne-prone skin types.</li>
<li>Avoid the eye area, and if contact occurs, rinse thoroughly with water.</li>
</ul>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p><span style=""font-size: 14pt; font-family: helvetica, arial, sans-serif;""><strong><span class=""a-list-item"">Made in Korea</span></strong></span></p>
<p>&nbsp;</p>
<h3>Frequently Asked Questions&nbsp;</h3>
<h4>Q: Can I use CosRx Salicylic Acid Daily Gentle Cleanser every day?</h4>
<p><strong>A: Yes!</strong> The CosRx Salicylic Acid Cleanser is safe for daily use, especially if you have acne-prone skin. Consistent use helps keep your pores clean and prevents future breakouts.</p>
<p>&nbsp;</p>
<h4>Q: Is CosRx Salicylic Acid a gentle cleanser for oily skin?</h4>
<p><strong>A:&nbsp; Absolutely.</strong> The CosRx Salicylic Acid Daily Gentle Cleanser is ideal for acne-prone and oily skin. Its non-drying formula helps fight acne and blemishes by gently removing dirt, bacteria, and excess sebum.</p>
<p>&nbsp;</p>
<h4>Q: When should I stop using the salicylic acid cleanser?</h4>
<p><strong>A:&nbsp;</strong> If you experience severe skin irritation or peeling, stop using the product and consult a doctor. Mild irritation is normal, but severe reactions require medical advice.</p>
<p>&nbsp;</p>
<h4>Q: Is CosRx Salicylic Acid Cleanser effective for blackheads?</h4>
<p><strong>A:&nbsp; Yes.</strong> The combination of salicylic acid and tea tree oil in the cleanser helps to combat blemishes, remove excess oil, and exfoliate dead skin cells, blackheads, and whiteheads.</p>
<p>&nbsp;</p>
<h4>Q: Should I use salicylic acid face wash in the morning or at night?</h4>
<p><strong>A:</strong>&nbsp;Using the salicylic acid wash at night is generally recommended, especially after an oil or balm to remove makeup or sunscreen. If your skin feels oily in the morning, you can use a mild cleanser.</p>
<p>&nbsp;</p>
<h4>Q: Can I leave the salicylic acid cleanser on overnight?</h4>
<p><strong>A:&nbsp; No.</strong> Salicylic acid cleansers should not be left on overnight. They are designed to be rinsed off after application to avoid over-exfoliation and irritation. If you need a leave-on treatment, use a product specifically designed for that purpose and consult a skincare expert.</p>
<h3>Q: Is this product suitable for sensitive skin?</h3>
<p>A: Yes, it is formulated to be gentle enough for sensitive skin, but it&rsquo;s always a good idea to do a patch test before full use.</p>
<h3>Q: How often should I use this cleanser?</h3>
<p>A: For best results, use it twice daily, in the morning and at night.</p>
<h3>Q: Can this cleanser be used on all skin types?</h3>
<p>A: Yes, it is suitable for all skin types, especially beneficial for oily and acne-prone skin.</p>
<p>&nbsp;</p>",Fight breakouts effectively with COSRX Salicylic Acid Daily Gentle Cleanser. Deeply purifies and soothes skin. Buy now for the best price and fastest delivery at Arogga!,,Square Group,0,"['k-beauty', 'Top selling', 'trending ', 'authentic-beauty', 'eid khushi']",150ml Tube,4.83,1800
Maxpro Mups 20,medicine,Renata Limited,0,,"Find Maxpro MUPS 20 mg Tablet (ম্যাক্সপ্রো মাপ্‌স ২০ মি.গ্রা. ট্যাবলেট) in Bangladesh from Arogga, your trusted online pharmacy. Buy this effective proton pump inhibitor for optimal acid reflux and heartburn relief.",,Renata Limited,0,['b2b'],Tablet,0,10
Durex Pleasure Me Condom 3's Pack,sexual_wellness,Durex,0,"<h2 dir=""ltr""><span style=""font-size: 12pt; font-family: helvetica, arial, sans-serif;""><strong>Durex Pleasure Me Condoms: Unmatched Comfort and Stimulation</strong></span></h2>
<p dir=""ltr""><span style=""font-family: helvetica, arial, sans-serif; font-size: 12pt;""><strong>Product Key Information Table:</strong></span></p>
<div dir=""ltr"" align=""left"">
<table style=""height: 411px; width: 36.5958%;""><colgroup><col style=""width: 46.4359%;"" width=""194""><col style=""width: 53.5271%;"" width=""261""></colgroup>
<tbody>
<tr>
<td>
<p dir=""ltr""><span style=""font-family: helvetica, arial, sans-serif; font-size: 12pt;""><strong>Specifications</strong></span></p>
</td>
<td>
<p dir=""ltr""><span style=""font-family: helvetica, arial, sans-serif; font-size: 12pt;""><strong>Details</strong></span></p>
</td>
</tr>
<tr>
<td>
<p dir=""ltr""><span style=""font-size: 12pt; font-family: helvetica, arial, sans-serif;"">Brand/Manufacturer Name</span></p>
</td>
<td>
<p dir=""ltr""><span style=""font-size: 12pt; font-family: helvetica, arial, sans-serif;"">Durex</span></p>
</td>
</tr>
<tr>
<td>
<p dir=""ltr""><span style=""font-size: 12pt; font-family: helvetica, arial, sans-serif;"">Item Form</span></p>
</td>
<td>
<p dir=""ltr""><span style=""font-size: 12pt; font-family: helvetica, arial, sans-serif;"">Condom</span></p>
</td>
</tr>
<tr>
<td>
<p dir=""ltr""><span style=""font-size: 12pt; font-family: helvetica, arial, sans-serif;"">Features</span></p>
</td>
<td>
<p dir=""ltr""><span style=""font-size: 12pt; font-family: helvetica, arial, sans-serif;"">Ribbed and dotted for extra stimulation</span></p>
</td>
</tr>
<tr>
<td>
<p dir=""ltr""><span style=""font-size: 12pt; font-family: helvetica, arial, sans-serif;"">Skin Type</span></p>
</td>
<td>
<p dir=""ltr""><span style=""font-size: 12pt; font-family: helvetica, arial, sans-serif;"">Suitable for all skin types</span></p>
</td>
</tr>
<tr>
<td>
<p dir=""ltr""><span style=""font-size: 12pt; font-family: helvetica, arial, sans-serif;"">Size</span></p>
</td>
<td>
<p dir=""ltr""><span style=""font-size: 12pt; font-family: helvetica, arial, sans-serif;"">12 Pack</span></p>
</td>
</tr>
<tr>
<td>
<p dir=""ltr""><span style=""font-size: 12pt; font-family: helvetica, arial, sans-serif;"">Count</span></p>
</td>
<td>
<p dir=""ltr""><span style=""font-size: 12pt; font-family: helvetica, arial, sans-serif;"">12 Condoms</span></p>
</td>
</tr>
<tr>
<td>
<p dir=""ltr""><span style=""font-size: 12pt; font-family: helvetica, arial, sans-serif;"">Application</span></p>
</td>
<td>
<p dir=""ltr""><span style=""font-size: 12pt; font-family: helvetica, arial, sans-serif;"">Protection and enhanced pleasure</span></p>
</td>
</tr>
<tr>
<td>
<p dir=""ltr""><span style=""font-size: 12pt; font-family: helvetica, arial, sans-serif;"">Used for</span></p>
</td>
<td>
<p dir=""ltr""><span style=""font-size: 12pt; font-family: helvetica, arial, sans-serif;"">Sexual wellness and pleasure enhancement</span></p>
</td>
</tr>
</tbody>
</table>
</div>
<p dir=""ltr""><span style=""font-family: helvetica, arial, sans-serif; font-size: 12pt;""><strong>Product Highlights:</strong></span></p>
<ul>
<li dir=""ltr"">
<p dir=""ltr""><span style=""font-size: 12pt; font-family: helvetica, arial, sans-serif;"">Ribbed and dotted texture for enhanced pleasure and stimulation.</span></p>
</li>
<li dir=""ltr"">
<p dir=""ltr""><span style=""font-size: 12pt; font-family: helvetica, arial, sans-serif;"">Designed for a comfortable fit and extra sensitivity.</span></p>
</li>
<li dir=""ltr"">
<p dir=""ltr""><span style=""font-size: 12pt; font-family: helvetica, arial, sans-serif;"">Made with durable, high-quality latex to ensure safety and reliability.</span></p>
</li>
</ul>
<p dir=""ltr""><span style=""font-family: helvetica, arial, sans-serif; font-size: 12pt;""><strong>Product Long Description:</strong></span></p>
<p dir=""ltr""><span style=""font-size: 12pt; font-family: helvetica, arial, sans-serif;"">The Durex Pleasure Me Condoms are expertly crafted to enhance pleasure for both partners. Featuring a unique ribbed and dotted texture, these condoms are designed to increase stimulation and provide a more intense experience during intimacy. Made from premium quality latex, Durex Pleasure Me Condoms offer reliable protection without compromising on comfort or sensation. Each condom is dermatologically tested to ensure it is safe for all skin types, including sensitive skin. The 12 pack offers convenience and ensures you have a ready supply for spontaneous moments.</span></p>
<p dir=""ltr""><span style=""font-family: helvetica, arial, sans-serif; font-size: 12pt;""><strong>Product Benefits:</strong></span></p>
<ul>
<li dir=""ltr"">
<p dir=""ltr""><span style=""font-size: 12pt; font-family: helvetica, arial, sans-serif;"">Enhanced Sensation: The special ribbed and dotted texture increases stimulation, providing intense pleasure for both partners.</span></p>
</li>
<li dir=""ltr"">
<p dir=""ltr""><span style=""font-size: 12pt; font-family: helvetica, arial, sans-serif;"">Comfortable Fit: Designed to fit securely and comfortably, enhancing sensitivity and experience.</span></p>
</li>
<li dir=""ltr"">
<p dir=""ltr""><span style=""font-size: 12pt; font-family: helvetica, arial, sans-serif;"">Reliable Protection: Each condom is electronically tested for reliability, offering dependable protection against pregnancy and STIs.</span></p>
</li>
<li dir=""ltr"">
<p dir=""ltr""><span style=""font-size: 12pt; font-family: helvetica, arial, sans-serif;"">Easy to Use: Pre-lubricated for convenience with a reservoir tip for added safety.</span></p>
</li>
</ul>
<p dir=""ltr""><span style=""font-family: helvetica, arial, sans-serif; font-size: 12pt;""><strong>How to Use:</strong></span></p>
<p dir=""ltr""><span style=""font-size: 12pt; font-family: helvetica, arial, sans-serif;"">Carefully open the package, ensuring not to damage the condom. Place the condom on the erect penis and unroll it all the way to the base. After use, remove and dispose of the condom responsibly.</span></p>
<p dir=""ltr""><span style=""font-family: helvetica, arial, sans-serif; font-size: 12pt;""><strong>Safety Guide:</strong></span></p>
<p dir=""ltr""><span style=""font-size: 12pt; font-family: helvetica, arial, sans-serif;"">Use a new condom for each act of intercourse. Avoid contact with sharp objects when opening the packet. If you experience discomfort or irritation, discontinue use and consult a healthcare provider.</span></p>
<p dir=""ltr""><span style=""font-family: helvetica, arial, sans-serif; font-size: 12pt;""><strong>About the Brand:</strong></span></p>
<p dir=""ltr""><span style=""font-size: 12pt; font-family: helvetica, arial, sans-serif;"">Durex is a global leader in sexual wellness, offering a wide range of products designed to enhance sexual experiences. With over 80 years of expertise, Durex is committed to innovating and developing high-quality products that meet the needs of individuals worldwide.</span></p>
<p>&nbsp;</p>",,,Reckitt Benckiser Bangladesh Ltd.,0,"['Top selling', 'everyday_essentials', 'Wedding', '11_11_campaign', 'std labpromo']",3's Pack,4.67,120
Zif-CI,medicine,Square Pharmaceuticals PLC.,0,,,,Square Pharmaceuticals Ltd.,0,[],Capsule,0,5
Olmesan 20,medicine,Beximco Pharmaceuticals Ltd.,0,,Olmesan 20 mg tablet (ওল্মেসার ২০ এম জি ট্যাবলেট) is indicated for the treatment of hypertension. It may be used alone or in combination with other antihypertensive agents,,Beximco Pharmaceuticals Ltd.,0,['chronic disease'],Tablet,0,10
D-Rise 2000,medicine,Beximco Pharmaceuticals Ltd.,0,,,,Beximco Pharmaceuticals Ltd.,0,['b2b'],Tablet,0,2.5
Frenxit,medicine,Beximco Pharmaceuticals Ltd.,0,,"Frenxit 500mcg+10mg tablet (ফ্রেনজিট ০.৫ মি.গ্রা.+.১০ মি.গ্রা. ট্যাবলেট) is indicated in- Anxiety Depression Apathy Psychogenic depression. Learn about its uses, and potential side effects to ensure safe and effective treatment.",,Beximco Pharmaceuticals Ltd.,0,[],Tablet,0,5
Alcohol Pad,healthcare,Non Brand,0,"<h2>&nbsp;Alcohol PREP Pads 100 Pcs for Disinfection Use</h2>
<p>Introducing Alcohol Prep Pads, an essential product for effective disinfection and hygiene. Each pack contains 100 individually foil-protected pads, ensuring convenience and preventing leakage and drying out. Formulated with 70% Isopropyl Alcohol, these pads provide optimum anti-bacterial action, making them perfect for both medical and household use.</p>
<p>Alcohol pads, often referred to as alcohol prep pads or alcohol prep pads CVS, are an essential part of any first aid kit. These pads, containing 70% isopropyl alcohol, are excellent for disinfection purposes and ensure the skin is clean before administering injections.</p>
<p>&nbsp;</p>
<p>For those looking to buy alcohol pads or learn about their uses, it's crucial to understand their effectiveness in reducing bacteria on the skin, preventing infections. The alcohol pad price in Bangladesh varies, but their utility in maintaining hygiene makes them a valuable investment.</p>
<p>&nbsp;</p>
<p>Produced in a state-of-the-art facility in Holdrege, Nebraska, USA, our alcohol pads conform to the US FDA Quality System Regulation, ensuring you receive a product that is both safe and effective. Whether you need to disinfect surfaces, clean minor wounds, or prepare an injection site, alcohol pads are versatile tools that can handle the job.</p>
<p>&nbsp;</p>
<p>The rubbing alcohol price in Bangladesh may differ depending on the brand and concentration, but using isopropyl alcohol pads ensures a reliable and efficient cleaning method. For households and medical use alike, understanding what alcohol prep pads are used for can enhance their application in daily routines.</p>
<p>&nbsp;</p>
<p>Buy alcohol Prep Pads 100 Pcs in Bangladesh at the cheapest price from Arogga, your trusted online store. Buy these individually foil-protected pads for optimum disinfection and hygiene.</p>
<p>&nbsp;</p>
<h3>Product Highlights</h3>
<ul>
<li><strong>70% Isopropyl Alcohol</strong>: Provides effective anti-bacterial action.</li>
<li><strong>Individually Foil Protected</strong>: Ensures convenience and prevents drying out.</li>
<li><strong>Thicker and Softer</strong>: Reliable site preparation for safe, hygienic use.</li>
<li>The <strong>four-layer wrapper</strong> provides an air-tight seal which prevents leakage and drying out</li>
</ul>
<p>&nbsp;</p>
<h3>Product Key Information Table</h3>
<table style=""border-collapse: collapse; width: 100%; border-width: 1px; border-color: rgb(206, 212, 217);"" border=""1"">
<thead>
<tr>
<th style=""border-width: 1px; border-color: rgb(206, 212, 217);""><strong>Attribute</strong></th>
<th style=""border-width: 1px; border-color: rgb(206, 212, 217);""><strong>Details</strong></th>
</tr>
</thead>
<tbody>
<tr>
<td style=""border-width: 1px; border-color: rgb(206, 212, 217);""><strong>Type</strong></td>
<td style=""border-width: 1px; border-color: rgb(206, 212, 217);"">Alcohol Prep Pads</td>
</tr>
<tr>
<td style=""border-width: 1px; border-color: rgb(206, 212, 217);""><strong>Top Features</strong></td>
<td style=""border-width: 1px; border-color: rgb(206, 212, 217);"">70% Isopropyl Alcohol, individually foil protected, thicker and softer</td>
</tr>
<tr>
<td style=""border-width: 1px; border-color: rgb(206, 212, 217);""><strong>Size</strong></td>
<td style=""border-width: 1px; border-color: rgb(206, 212, 217);"">1 x 100's Pack</td>
</tr>
<tr>
<td style=""border-width: 1px; border-color: rgb(206, 212, 217);""><strong>Count</strong></td>
<td style=""border-width: 1px; border-color: rgb(206, 212, 217);"">100 Pads</td>
</tr>
<tr>
<td style=""border-width: 1px; border-color: rgb(206, 212, 217);""><strong>Application</strong></td>
<td style=""border-width: 1px; border-color: rgb(206, 212, 217);"">Disinfection, household use</td>
</tr>
<tr>
<td style=""border-width: 1px; border-color: rgb(206, 212, 217);""><strong>Used for</strong></td>
<td style=""border-width: 1px; border-color: rgb(206, 212, 217);"">Antiseptic cleaning, site preparation</td>
</tr>
</tbody>
</table>
<p>&nbsp;</p>
<p>Thicker and softer than some other swabs, BD Alcohol Swab ensures reliable site preparation for safe, hygienic insulin injections. Alcohol Swab is also excellent for many other household uses.</p>
<p>&nbsp;</p>
<p>Alcohol Swabs are barter as non-sterile for home use.</p>
<p>&nbsp;</p>
<p>Alcohol Swab is produced in our manufacturing facility in Holdrege, Nebraska, USA. This facility has an extensive quality system that conforms to the US FDA Quality System Regulation and Quality Systems standards.</p>
<p>&nbsp;</p>
<h3><strong>What are Alcohol Prep Pads Used For?</strong></h3>
<p>&nbsp;</p>
<p>Alcohol Prep Pads are used for disinfection purposes, providing an antiseptic solution for cleaning and preparing injection sites. They are also suitable for various household uses, ensuring hygiene and cleanliness.</p>
<ul style=""list-style-type: square;"">
<li>Disinfection: Alcohol pads are commonly used to disinfect skin before injections to reduce the risk of infection. This makes them an essential item in medical settings and for personal healthcare.</li>
<li>Household Tasks: They are also useful for various household tasks such as cleaning small surfaces, sanitizing hands, and removing sticky residues. Understanding alcohol pad uses can help you utilize them effectively in everyday life.</li>
</ul>
<p>&nbsp;</p>
<p>( আলকোহল প্যাড ব্যবহার করা হয় জীবাণুমুক্তকরণের জন্য, ইনজেকশন সাইট প্রস্তুত করতে এবং বিভিন্ন গৃহস্থালির কাজে।)</p>
<p>&nbsp;</p>
<p>Alcohol pads are indispensable for maintaining hygiene and preventing infections. Whether for medical use or everyday cleaning tasks, these pads offer a reliable solution for disinfection. With high-quality manufacturing standards and effective ingredients, our alcohol pads are a trustworthy choice for various applications.</p>
<p>&nbsp;</p>","Buy alcohol Prep Pads 100 Pcs in Bangladesh at the cheapest price from Arogga, your trusted online store. Buy these individually foil-protected pads for optimum disinfection and hygiene.",,Surgical Kit,0,"['everyday_essentials', 'Flash Sale']",100's Pack,4.74,80
RTV 10,medicine,Delta Pharma Limited,0,,,,Delta Pharma Limited,0,"['b2b', 'chronic disease']",Tablet,0,6
Nishat,medicine,Hamdard Laboratories (WAQF) Bangladesh,0,"<h2>Nisha Table By Hamdard Laboratories (WAQF) BD</h2>
<p><strong>Saffron + Sand Lizard + Nutmeg fruit</strong></p>
<p><br>Nishat Table is an herbal supplement meticulously crafted to enhance sexual health and vitality. Combining the potent properties of Saffron, Nutmeg, Sand Lizard, Mace, and Elephant Creeper, this formulation aims to support libido, combat sexual debility, and promote overall youthful vigor.</p>
<p>&nbsp;</p>
<ul>
<li>Enhances Libido: Contains Saffron, Nutmeg, and other herbs known to boost sexual desire.</li>
<li>Combats Sexual Debility: Effective for loss of libido and premature ejaculation.</li>
<li>Supports Vitality: Helps maintain youthful vigor and reduces fatigue.</li>
<li>Therapeutic Class</li>
<li>Herbal and Nutraceuticals</li>
<li>Pharmacology</li>
</ul>
<p>&nbsp;</p>
<h3>Each tablet contains</h3>
<p>&nbsp;</p>
<ul>
<li>Saffron (Crocus sativus): 06.67 mg</li>
<li>Sand Lizard (Lacerta agilis): 66.67 mg</li>
<li>Nutmeg(Myristica fragrans) fruit: 33.33 mg</li>
<li>Mace(Myristica fragrans) arillus: 66.67 mg</li>
<li>Elephant Creeper (Argyreia speciosa): 33.33 mg</li>
</ul>
<p>&nbsp;</p>
<h3>Indications</h3>
<p>&nbsp;</p>
<p>Nishat Silver is indicated in</p>
<ul>
<li><strong>Sexual debility</strong></li>
<li><strong>Loss of libido</strong></li>
<li><strong>Premature ejaculation</strong></li>
<li><strong>Fatigue</strong></li>
</ul>
<p>&nbsp;</p>
<p>This is a unique preparation of Saffron (Crocus sativus), Nutmeg (Myristica fragrans), and other natural ingredients. It is a tonic to increase libido, helps retentive power, and maintains youthful vigour &amp; vitality. It is effective in sexual debility, premature ejaculation, and fatigue.</p>
<p>&nbsp;</p>
<h3>Contraindications</h3>
<p>&nbsp;</p>
<p>It is contraindicated for children.</p>
<p>&nbsp;</p>
<h3>Precautions &amp; Warnings</h3>
<p>&nbsp;</p>
<ul>
<li>Keep out of reach of the children.</li>
<li>Always seek medical advice before taking any Nishat tablet, especially if you are on other medications or have underlying health conditions.</li>
<li>Nishat tablets can have side effects, including drowsiness, headache, nausea, and dry mouth. Monitor for these and consult a doctor if they occur.</li>
</ul>
<p>&nbsp;</p>
<h3>Storage Conditions</h3>
<p>&nbsp;</p>
<p>Store at acool and dry place to protect from light.</p>
<p>&nbsp;</p>
<h3>How to Use</h3>
<p>&nbsp;</p>
<p>Take Nishat Tablet as directed by a healthcare professional. Typically, it is recommended to take the tablet with water.</p>
<p>&nbsp;</p>
<h2>নিশাত ট্যাবলেট</h2>
<p>&nbsp;</p>
<p>&nbsp;<strong>নিরাপদ যৌনশক্তি বর্ধক</strong></p>
<p>&nbsp;</p>
<p>নিশাত মূল্যবান উপাদানের অনন্য সমন্বয়ে প্রস্তুত যা শক্তিবর্ধক, যৌন আকাঙ্খা বৃদ্ধি করে, দ্রুত বীর্যস্খলন রোধ করে হারানো শক্তি পুনরুদ্ধার করে এবং তেজোদীপ্ত যৌবন ও সঞ্জিবতা অক্ষুণ্ণ রাখে জাফরান, গেখো, জয়ফল: এই উপাদানগুলি সমন্বিত ট্যাবলেটগুলি প্রায়শই যৌন উদ্দীপক হিসাবে ব্যবহৃত হয়। এগুলি কামোত্তেজনা বৃদ্ধি, স্থায়িত্ব বৃদ্ধি এবং যৌন কর্মক্ষমতা উন্নত করতে পারে বলে দাবি করা হয়। ডাইসেট: এই ট্যাবলেটগুলিতে ডাইসাইক্লোমাইন থাকে, যা একটি অ্যান্টিকোলিনার্জিক ওষুধ। এটি প্রায়শই অ্যালার্জি, সর্দি-কাশি এবং পার্কিনসন্স রোগের চিকিৎসায় ব্যবহৃত হয়। নিসিপ-পি: এই ট্যাবলেটগুলিতে নিকার্ডিপাইন থাকে, যা একটি অ্যান্টিহাইপারটেনসিভ ওষুধ। এটি উচ্চ রক্তচাপ নিয়ন্ত্রণে সাহায্য করতে পারে।</p>
<p>&nbsp;</p>
<p><strong>উপাদান</strong></p>
<p>&nbsp;</p>
<p>প্রতি ট্যাবলেটে আছে-</p>
<ul>
<li>যত্রিক ৬৬.৬৭ মিগ্রা, রেগমাহী ৬৬.৬৭ মিগ্রা,</li>
<li>সমুন্দর সূর্য ৩৩.৩৩ মিগ্রা,</li>
<li>জায়ফল ৩৩.৩৩ মিয়া,</li>
<li>জাফরান ১৬.৬৭ মিগ্রা,</li>
<li>কুশতা নুকরা ১৬.৬৭ মিগ্রা, য</li>
<li>হরমোহরা ৮.৩৩ মিগ্রা,</li>
<li>ক্ষুন্দবেদস্তর ৮.৩৩ মিয়া এবং</li>
<li>পান পাতার রস পরিমাণমত।</li>
</ul>
<p>সূত্রঃ বাংলাদেশ জাতীয় ইউনানী ফর্মুলারী</p>
<p>&nbsp;</p>
<h3>নির্দেশনা</h3>
<p>&nbsp;</p>
<p>যৌন দুর্বলতা, দ্রুত বীর্যস্খলন, অবসাদ এবং প্রমেহ</p>
<p>&nbsp;</p>
<h3>সেবনবিধি</h3>
<p>&nbsp;</p>
<p>১-২ ট্যাবলেট সহবাসের ২ ঘন্টা পূর্বে দুধসহ অথবা রেজিস্টার্ড চিকিৎসকের পরামর্শ অনুযায়ী সেব্য।</p>
<p>&nbsp;</p>
<h3>পার্শ্ব প্রতিক্রিয়া</h3>
<p>&nbsp;</p>
<p>নির্ধারিত মাত্রায় সেবনে কোন উল্লেখযোগ্য পার্শ্ব প্রতিক্রিয়া পরিলক্ষিত হয়নি।</p>
<p>&nbsp;</p>
<h3>প্রতিনির্দেশ</h3>
<p>&nbsp;</p>
<p>কোন প্রতিনির্দেশ নেই</p>
<p>&nbsp;</p>
<h3>সতর্কতা</h3>
<p>&nbsp;</p>
<ul>
<li>শিশুদের নাগালের বাইরে রাখুন</li>
<li>নিশাত ট্যাবলেট গ্রহণ করার আগে একজন ডাক্তারের সাথে পরামর্শ করা গুরুত্বপূর্ণ</li>
<li>ডাক্তারের সাজেশন ছড়া বেশি গ্হনে করলে পার্শ্বপ্রতিক্রিয়া হতে পারে, যার মধ্যে রয়েছে তন্দ্রা, মাথাব্যথা, বমি বমি ভাব এবং শুষ্ক মুখ।</li>
</ul>
<p>&nbsp;</p>
<h3>সংরক্ষণ</h3>
<p>&nbsp;</p>
<ul>
<li>আলো থেকে দূরে, শুষ্ক ও ঠান্ডা স্থানে রাখুন</li>
</ul>","Find Nishat Tablet by Hamdard Laboratories BD for enhancing sexual vitality. This herbal supplement boosts libido, treats sexual debility, and combats fatigue.",,Hamdard Bangladesh,0,['std labpromo'],Tablet,0,30
Betaloc 25,medicine,Drug International Ltd.,0,,,,Drug International Ltd.,0,['chronic disease'],Tablet,0,1.55
