Product Name,Type,Brand,Is Anti-Biotic,Description,Meta Description,Keywords,Manufacturer,Product Cold Chain,Tags,Base Unit Label,Average Rating,MRP
Microgest 200,medicine,Renata Limited,0,,,,Renata Limited,0,[],Capsule,0,32
Thermometer Digital Flexible Tip (Smartcure),healthcare,SmartCure Limited,0,"<h2>Smartcure Flexible Tip Digital Thermometer: Easy and Accurate Temperature Measurement</h2>
<p>&nbsp;</p>
<p>The Smartcure Flexible Tip Digital Thermometer is designed for ease and precision in measuring body temperature. With a flexible tip, this thermometer ensures comfort during use in various positions such as oral, rectal, and under the armpit. The device features dependable accuracy, ensuring temperature readings within &plusmn;0.1&deg;C, and an easy-to-read clear LCD display.</p>
<h5>&nbsp;</h5>
<h3>Product Highlights</h3>
<ul>
<li>Flexible tip for comfortable use.</li>
<li>Dependable accuracy within &plusmn;0.1&deg;C.</li>
<li>Clear LCD display for easy reading.</li>
<li>Beeping sound to indicate measurement completion.</li>
<li>Automatic shut off for energy saving.</li>
<li>Multi-use: oral, rectal, and underarm.</li>
</ul>
<p>&nbsp;</p>
<h3>How to Use:</h3>
<ol>
<li><strong>Prepare the Thermometer:</strong> Ensure the thermometer is clean.</li>
<li><strong>Turn On:</strong> Press the power button to switch on the device.</li>
<li><strong>Measure:</strong> Place the thermometer in the desired position (oral, rectal, or underarm) and wait for 60 seconds.</li>
<li><strong>Read:</strong> Once the beep sounds, read the temperature on the clear LCD display.</li>
<li><strong>Clean:</strong> Rinse the flexible tip with water and disinfect after each use.</li>
</ol>
<p>&nbsp;</p>
<h3>Safety Guide:</h3>
<ul>
<li>Do not immerse the entire thermometer in water.</li>
<li>Use the thermometer according to the instructions.</li>
<li>Keep out of reach of children.</li>
</ul>
<p>&nbsp;</p>
<h3>Box Contains:</h3>
<ul>
<li>1 Digital Thermometer (including battery)</li>
<li>Storage case</li>
<li>Manual</li>
</ul>
<p>&nbsp;</p>
<h3>Measurement Range:</h3>
<ul>
<li><strong>Range:</strong> 89.6 - 109.4&deg;F (32 - 43&deg;C)</li>
</ul>
<h5>&nbsp;</h5>
<h2>About the Brand:</h2>
<p><a href=""https://www.arogga.com/brand/100248/smartcure-limited"">SmartCure Limited </a>is known for producing reliable and easy-to-use health monitoring devices. Our flexible tip digital thermometers are designed for accuracy and user comfort, ensuring you get precise temperature readings every time.</p>
<p>This comprehensive product description ensures that potential customers are well-informed about the features and benefits of the Smartcure Flexible Tip Digital Thermometer, enhancing their shopping experience and improving search engine visibility.</p>","Find Smartcure Flexible Tip Digital Thermometer at Arogga. Accurate, easy to read, and dependable with flexible tip for comfortable use.",,,0,"['everyday_essentials', 'bestselling', 'Flash Sale']",1's Pack,4.83,150
Dementa 5,medicine,Ziska Pharmaceuticals Ltd.,0,,,,Ziska Pharmaceuticals Ltd.,0,['chronic disease'],Tablet,0,10
Xyflo 10,medicine,Radiant Pharmaceuticals Ltd.,0,,,,Radiant Pharmaceuticals Ltd.,0,"['b2b', 'chronic disease']",Tablet,0,17
Clonipres 0.1,medicine,Navana Pharmaceuticals Ltd.,0,,,,Navana Pharmaceuticals Ltd.,0,['chronic disease'],Tablet,0,10
Savlon Antiseptic Cream 100g,beauty,Savlon,0,"<p><span style=""font-size: 14pt; font-family: helvetica, arial, sans-serif;"" data-sheets-root=""1"" data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Indications\r\nInsect bites, sunburn, disinfection, cuts, scratches, blisters, grazes, nappy rash, cracked and itchy skin, cleansing and irrigating the skin, or unclean wounds are all indications for Cetrimide &amp; Chlorhexidine Hydrochloride.\r\n\r\n \r\n\r\nPharmaceutical Name\r\nACI Limited\r\n\r\n \r\n\r\nPharmacology\r\nCetrimide is a quaternary ammonium antiseptic that is effective against gram-positive and gram-negative bacteria. Chlorhexidine is an antibacterial substance that kills gram-positive and gram-negative vegetative bacteria, yeasts, dermatophyte fungi, and lipophilic viruses.\r\n\r\n \r\n\r\nDosage &amp; Administration\r\nAdult and children: Apply 2-3 times daily or as directed.\r\n\r\n \r\n\r\nContraindications\r\nThis product should not be used in the eyes, ears, mucous membranes, or bodily cavities.\r\n\r\n \r\n\r\nSide Effects\r\nThe use of this product on a regular basis may cause skin irritation.\r\n\r\n \r\n\r\nPregnancy &amp; Lactation\r\nPregnancy Classification C. Although animal reproduction studies have revealed that the medicine has a negative effect on the fetus, and there are no suitable and well-controlled human research, the drug's potential advantages may justify its usage in pregnant women despite the dangers.\r\n\r\n \r\n\r\nPrecautions &amp; Warnings\r\nHypersensitivity reactions can be exacerbated by prolonged and frequent use. Antibacterial efficacy may be reduced by blood, soap, cotton, or other organic materials.\r\n\r\n \r\n\r\nTherapeutic Class\r\nPreparations containing chlorhexidine and chloroxylenol\r\n\r\n \r\n\r\nStorage Conditions\r\nProtect from light and store below 30&deg; C in a dry area. Do not freeze or refrigerate. Keep out of children's reach.\r\n\r\n \r\n\r\nGeneric\r\nChlorhexidine Hydrochloride + Cetrimide&quot;}"" data-sheets-userformat=""{&quot;2&quot;:513,&quot;3&quot;:{&quot;1&quot;:0},&quot;12&quot;:0}""><strong>Indications</strong> <br>Insect bites, sunburn, disinfection, cuts, scratches, blisters, grazes, nappy rash, cracked and itchy skin, cleansing and irrigating the skin, or unclean wounds are all indications for Cetrimide &amp; Chlorhexidine Hydrochloride. <br><br><strong>Pharmaceutical Name </strong><br>ACI Limited <br><br><strong>Pharmacology</strong> <br>Cetrimide is a quaternary ammonium antiseptic that is effective against gram-positive and gram-negative bacteria. Chlorhexidine is an antibacterial substance that kills gram-positive and gram-negative vegetative bacteria, yeasts, dermatophyte fungi, and lipophilic viruses.<br><br><strong>Dosage &amp; Administration </strong><br>Adult and children: Apply 2-3 times daily or as directed. <br><br><strong>Contraindications </strong><br>This product should not be used in the eyes, ears, mucous membranes, or bodily cavities. <br><br><strong>Side Effects </strong><br>The use of this product on a regular basis may cause skin irritation. <br><br><strong>Pregnancy &amp; Lactation </strong><br>Pregnancy Classification C. Although animal reproduction studies have revealed that the medicine has a negative effect on the fetus, and there are no suitable and well-controlled human research, the drug's potential advantages may justify its usage in pregnant women despite the dangers.<br><br><strong>Precautions &amp; Warnings </strong><br>Hypersensitivity reactions can be exacerbated by prolonged and frequent use. Antibacterial efficacy may be reduced by blood, soap, cotton, or other organic materials. <br><br><strong>Therapeutic Class </strong><br>Preparations containing chlorhexidine and chloroxylenol<br><br><strong>Storage Conditions </strong><br>Protect from light and store below 30&deg; C in a dry area. Do not freeze or refrigerate. Keep out of children's reach.<br><br><strong>Generic</strong> <br>Chlorhexidine Hydrochloride + Cetrimide</span></p>",,,ACI Consumer,0,"['everyday_essentials', 'ACI', 'trending ', 'eid khushi']",100gm tube,4.89,65
Select-Plus Shampoo 75ml,beauty,Square Toiletries Limited,0,"<p data-sourcepos=""15:1-15:17"">Select Plus boasts a powerful 1.99% ketoconazole formula that tackles dandruff at its source, ensuring long-lasting results. You'll feel the difference from the very first wash. We are offering The Select Plus Anti-Dandruff Shampoo 2% (75ml) is available at an affordable price.</p>
<p>&nbsp;</p>
<p data-sourcepos=""5:1-5:76"">Dandruff affects everyone, and while regular <a href=""https://www.arogga.com/product/53632/clear-anti-dandruff-scalp-care-shampoo-gel-formulation-for-scalp-prone-to-dandruff-made-in-thailand-shampoo-300ml"">anti-dandruff shampoos</a> may help, they often fall short for severe cases. If you've tried various remedies without success, Select Plus offers a powerful solution.</p>
<p data-sourcepos=""7:1-7:21"">&nbsp;</p>
<p data-sourcepos=""12:1-12:20""><strong>Key Ingredients:</strong></p>
<ul data-sourcepos=""14:1-18:0"">
<li data-sourcepos=""14:1-14:80""><strong>Ketoconazole:</strong> Effectively eliminates dandruff and prevents its recurrence.</li>
<li data-sourcepos=""15:1-15:87""><strong>Zinc Pyrithione:</strong> Provides additional anti-dandruff action and soothes the scalp.</li>
<li data-sourcepos=""16:1-16:85""><strong>Aloe Vera:</strong> Moisturizes and soothes the scalp, promoting a healthy environment.</li>
<li data-sourcepos=""17:1-18:0""><strong>Menthol:</strong> Cools and refreshes the scalp, leaving a clean and invigorating feeling.</li>
</ul>
<p>&nbsp;</p>
<h1><strong>Select Plus 2% Ketoconazole 75ML Product Details</strong></h1>
<p>Select Plus Shampoo is an anti-dandruff shampoo formulated to combat dandruff and promote scalp health. It is available in 2% Ketoconazole and 1% Ketoconazole.</p>
<ul>
<li>This Select Plus 2% Ketoconazole is the best solution for removing dandruff. Select Plus is used to treat and prevent fungal infections to the scalp &amp; body such as DandruffDry. Or Greasy Scaling On Scalp &amp; Other Parts Of The Body (Seborrhoeic Dermatitis)</li>
<li>Irregular White To Brown Patches, Which Occur On The Exposed Area Of Body (Tinea Versicolor)</li>
<li>SELECT PLUS WITH ITS 1.99% KETOCONAZOLE FORMULATION ensures that dandruff and other fungal infections in the body are permanently solved.</li>
<li>Select Plus eliminates hard-to-remove dandruff in just a few minutes. To remove dandruff, Select Plus should be used 3 times per week for 4 weeks. Also to prevent dandruff from coming back, Select Plus should be used once every week.</li>
</ul>
<h1><strong>Ingredients</strong></h1>
<p>Ketoconazole, Aqua, Sodium laureth sulfate, Polyquaternium-10, Betaine, Amodimethicone, Perfume</p>
<h1><strong>Direction of Use</strong></h1>
<p>Rinse your hair thoroughly and apply an adequate quantity of Select Plus Anti-dandruff Shampoo on your scalp. Message gently and rinse off after 5 minutes. For best results, use Select Plus thrice a week for dandruff removal and then continue to use it once per week to stay dandruff-free permanently. Consult with a doctor if needed.</p>
<p>&nbsp;</p>
<p data-sourcepos=""33:1-33:243"">Choose Select Plus Anti-Dandruff Shampoo and experience the confidence of a healthy, flake-free scalp. As a leading provider of healthcare and wellness products, Arogga Ltd. is committed to offering effective solutions for your everyday needs.</p>
<p data-sourcepos=""35:1-35:27"">&nbsp;</p>
<p>&nbsp;</p>",,,Square Toiletries,0,"['anti-dandruff', 'hair-care', 'trending ', 'eid khushi']",75ml bottle,4.79,200
Comprid XR 60,medicine,Square Pharmaceuticals PLC.,0,,,,Square Pharmaceuticals Ltd.,0,['chronic disease'],Tablet,0,12
Prazopress ER 5,medicine,Unimed Unihealth Pharmaceuticals Ltd.,0,,,,Unimed Unihealth Pharmaceuticals Ltd.,0,['chronic disease'],Tablet,0,17
Durex Extra Time Condom 3's Pack,sexual_wellness,Durex,0,"<h2>From the manufacturer</h2>
<div class=""aplus-v2 desktop celwidget"">
<div class=""celwidget aplus-module 3p-module-b aplus-standard"">
<div class=""aplus-module-wrapper aplus-3p-fixed-width""><img class=""a-spacing-base"" src=""https://cdn2.arogga.com/eyJidWNrZXQiOiJhcm9nZ2EiLCJrZXkiOiJtZWRpY2luZURlc2NyaXB0aW9uXC80MFwvNDA5OTQtMG1vNHY0Y2VqNjM2ZC5qcGVnIiwiZWRpdHMiOltdfQ=="" alt=""Durex Extra Time""></div>
</div>
<div class=""celwidget aplus-module 3p-module-b aplus-standard"">
<div class=""aplus-module-wrapper aplus-3p-fixed-width""><img class=""a-spacing-base"" src=""https://cdn2.arogga.com/eyJidWNrZXQiOiJhcm9nZ2EiLCJrZXkiOiJtZWRpY2luZURlc2NyaXB0aW9uXC80MFwvNDA5OTQtMXYwd3AxajJ5ODJ0Yy5wbmciLCJlZGl0cyI6W119"" alt=""Durex Extra Time""></div>
</div>
<div class=""celwidget aplus-module 3p-module-b aplus-standard"">
<div class=""aplus-module-wrapper aplus-3p-fixed-width""><img class=""a-spacing-base"" src=""https://cdn2.arogga.com/eyJidWNrZXQiOiJhcm9nZ2EiLCJrZXkiOiJtZWRpY2luZURlc2NyaXB0aW9uXC80MFwvNDA5OTQtMmd2dXFkaHR3eTE2Yi5qcGVnIiwiZWRpdHMiOltdfQ=="" alt=""Durex Extra Time""></div>
</div>
<div class=""celwidget aplus-module 3p-module-b aplus-standard"">
<div class=""aplus-module-wrapper aplus-3p-fixed-width""><img class=""a-spacing-base"" src=""https://cdn2.arogga.com/eyJidWNrZXQiOiJhcm9nZ2EiLCJrZXkiOiJtZWRpY2luZURlc2NyaXB0aW9uXC80MFwvNDA5OTQtMzkzc2E3dnBsYmxyYi5qcGVnIiwiZWRpdHMiOltdfQ=="" alt=""Durex Extra Time""></div>
</div>
<div class=""celwidget aplus-module module-5 aplus-standard"">
<div class=""aplus-module-wrapper apm-fixed-width"">
<div class=""apm-spacing aplus-module-content"">
<div class=""apm-tablemodule"">
<table class=""apm-tablemodule-table"" cellspacing=""0"" cellpadding=""0"">
<tbody>
<tr class=""apm-tablemodule-imagerows"">
<th class=""apm-tablemodule-blankkeyhead"">&nbsp;</th>
<th class=""apm-tablemodule-image""><a><img src=""https://cdn2.arogga.com/eyJidWNrZXQiOiJhcm9nZ2EiLCJrZXkiOiJtZWRpY2luZURlc2NyaXB0aW9uXC80MFwvNDA5OTQtNGl4bmtvdHk1MjkwYi5qcGVnIiwiZWRpdHMiOltdfQ=="" alt=""9"" width=""121""></a></th>
<th class=""apm-tablemodule-image""><a><img src=""https://cdn2.arogga.com/eyJidWNrZXQiOiJhcm9nZ2EiLCJrZXkiOiJtZWRpY2luZURlc2NyaXB0aW9uXC80MFwvNDA5OTQtNTRvZnQ3NGc5dDhvMC5qcGVnIiwiZWRpdHMiOltdfQ=="" alt=""10"" width=""121""></a></th>
<th class=""apm-tablemodule-image""><a><img src=""https://cdn2.arogga.com/eyJidWNrZXQiOiJhcm9nZ2EiLCJrZXkiOiJtZWRpY2luZURlc2NyaXB0aW9uXC80MFwvNDA5OTQtNmpmbjdsM3Z6dW45eS5qcGVnIiwiZWRpdHMiOltdfQ=="" alt=""11"" width=""121""></a></th>
<th class=""apm-tablemodule-image""><a><img src=""https://cdn2.arogga.com/eyJidWNrZXQiOiJhcm9nZ2EiLCJrZXkiOiJtZWRpY2luZURlc2NyaXB0aW9uXC80MFwvNDA5OTQtNzlhcXBibGxibGtiMy5qcGVnIiwiZWRpdHMiOltdfQ=="" alt=""12"" width=""121""></a></th>
<th class=""apm-tablemodule-image""><a><img src=""https://cdn2.arogga.com/eyJidWNrZXQiOiJhcm9nZ2EiLCJrZXkiOiJtZWRpY2luZURlc2NyaXB0aW9uXC80MFwvNDA5OTQtOHUwMmowOWZucG9uaS5qcGVnIiwiZWRpdHMiOltdfQ=="" alt=""13"" width=""121""></a></th>
<th class=""apm-tablemodule-image""><a><img src=""https://cdn2.arogga.com/eyJidWNrZXQiOiJhcm9nZ2EiLCJrZXkiOiJtZWRpY2luZURlc2NyaXB0aW9uXC80MFwvNDA5OTQtOTJ3djdxNXpiZG9xaC5qcGVnIiwiZWRpdHMiOltdfQ=="" alt=""14"" width=""121""></a></th>
</tr>
<tr class=""apm-tablemodule-imagerows"">
<th class=""apm-tablemodule-blankkeyhead"">&nbsp;</th>
<th><a>Durex Extra Time Condom</a></th>
<th><a>Durex Mutual Climax Condom</a></th>
<th><a>Durex Invisible Super Ultra Thin Condoms</a></th>
<th><a>Durex Extra Dots Condom</a></th>
<th><a>Durex Extra Ribbed Condom</a></th>
<th><a>Durex Extra Thin Condom</a></th>
</tr>
<tr class=""apm-tablemodule-keyvalue"">
<th class=""apm-tablemodule-keyhead""><span class=""a-color-secondary"">Key Feature</span></th>
<td class=""apm-tablemodule-valuecell""><span class=""a-size-base"">With a special lubricant to help him last longer</span></td>
<td class=""apm-tablemodule-valuecell""><span class=""a-size-base"">Designed to speed her up and makes him last</span></td>
<td class=""apm-tablemodule-valuecell""><span class=""a-size-base"">The thinnest condoms with highest sensitivity</span></td>
<td class=""apm-tablemodule-valuecell""><span class=""a-size-base"">Textured for more stimulation</span></td>
<td class=""apm-tablemodule-valuecell""><span class=""a-size-base"">Textured for more stimulation</span></td>
<td class=""apm-tablemodule-valuecell""><span class=""a-size-base"">Thin design for greater sensitivity</span></td>
</tr>
</tbody>
</table>
</div>
</div>
</div>
</div>
</div>",,,,0,"['Wedding', 'std labpromo', 'eid khushi']",3's Pack,5,260
Senora Sanitary Napkin Belt 15's Pack,beauty,Square Toiletries Limited,0,"<h2 class=""product-info-single-title"">Product Details</h2>
<p class=""product-info-single-para"">The word &lsquo;sanitary&rsquo; means clean or hygienic. So that&rsquo;s exactly what a sanitary napkin does or should do &ndash; take care of the menstrual flow in a safe, hygienic way. Senora Regular offers advanced and full absorbency protection to women. The extra long Senora XL ensures full protection of dryness for long hours. So step ahead girls, without worrying of leakage ever.</p>
<h2 class=""product-info-single-title"">Ingredients</h2>
<p class=""product-info-single-para"">Air laid paper, PE Film, Sterilized pulp, Non-oven Fabric &amp; HMA</p>
<h2 class=""product-info-single-title"">Direction of Use</h2>
<p class=""product-info-single-para"">1. Before use, place two knots on the two extra edges of the napkin. The higher the knots distance from main pad, the better to use.<br>2. According to picture, Push two A loop of elastic belt to strict two knots of napkin. Keep in mind, the light pink colored (Blue colored line) of plastic shield must be in lower position.<br>3. Now wear it like picture and pull to the waist, tighter your waist accordingly as per loop shown in the picture.<br>4. Do not throw the napkin pad to commode/pan after use.<br>5. Throw it to dustbin by wrapping with paper or tissue.</p>",,,Square Toiletries,0,[],15's Pack,4.91,130
Cora DX,medicine,ACI Limited,0,,,,ACI Limited,0,['b2b'],Tablet,0,16
Dialiptin-M 500,medicine,Drug International Ltd.,0,,,,Drug International Ltd.,0,"['b2b', 'chronic disease']",Tablet,0,18
Beauty Glazed Waterproof & Long Lasting Lip Liner - Mocha Brown B104,beauty,Beauty Glazed,0,"<p class=""MsoNormal"" style=""line-height: normal;""><span style=""font-size: 14pt;""><strong>Beauty Glazed Waterproof &amp; Long Lasting Lip Liner - Mocha Brown B104</strong></span></p>
<p class=""MsoNormal"" style=""line-height: normal;""><span style=""font-size: 12pt; font-family: 'Times New Roman', serif;"">&nbsp;</span></p>
<p class=""MsoNormal"" style=""line-height: normal;""><strong><span style=""font-size: 12pt; font-family: 'Times New Roman', serif;"">Shade: Mocha Brown B104</span></strong></p>
<p class=""MsoNormal"" style=""line-height: normal;""><span style=""font-size: 12pt; font-family: 'Times New Roman', serif;"">&nbsp;</span></p>
<p class=""MsoNormal"" style=""line-height: normal;"">&nbsp;</p>
<p class=""MsoNormal"" style=""line-height: normal;""><strong><span style=""font-size: 12pt; font-family: 'Times New Roman', serif;"">Specifications:</span></strong></p>
<p class=""MsoNormal"" style=""line-height: normal;""><strong><span style=""font-size: 12pt; font-family: 'Times New Roman', serif;"">Delicate and smooth</span></strong><span style=""font-size: 12pt; font-family: 'Times New Roman', serif;"">: The refill is smooth, delicate to the touch, smooth, and easy to color. The lip liner can outline the contour of the lips more perfectly and clearly, improve the details of the lips, and prevent the lipstick from expanding, making the lipstick more durable</span></p>
<p class=""MsoNormal"" style=""line-height: normal;""><strong><span style=""font-size: 12pt; font-family: 'Times New Roman', serif;"">Different colors:&nbsp; </span></strong><span style=""font-size: 12pt; font-family: 'Times New Roman', serif;"">The display of each color varies with the skin color of different lips, so the depth of color depends on the actual situation</span></p>
<p class=""MsoNormal"" style=""line-height: normal;""><strong><span style=""font-size: 12pt; font-family: 'Times New Roman', serif;"">Modifying lip shape:</span></strong><span style=""font-size: 12pt; font-family: 'Times New Roman', serif;""> Use a smooth lip liner, a long-lasting lip liner can enhance your lips. The soft texture is very suitable for shaping lips, balancing the irregularities of the lip shape, and preventing lipstick and lip gloss from staining the cup</span></p>
<p class=""MsoNormal"" style=""line-height: normal;""><strong><span style=""font-size: 12pt; font-family: 'Times New Roman', serif;"">Use comfortable</span></strong><span style=""font-size: 12pt; font-family: 'Times New Roman', serif;"">: Matte and moisturizing, this long-wearing lipstick contains moisturizing ingredients, that can make your lips feel relaxed, moist, and natural formula. Of course, the extra use of moisturizing lipstick before applying the lips will make the lips more comfortable</span></p>
<p class=""MsoNormal"" style=""line-height: normal;""><strong><span style=""font-size: 12pt; font-family: 'Times New Roman', serif;"">Waterproof and sweat-proof:</span></strong><span style=""font-size: 12pt; font-family: 'Times New Roman', serif;""> Non-stick cup, when you touch, drink, or wear a mask, it will not fade, kiss-proof, non-stick, excellent waterproof performance, but it is easy to clean by makeup remover.</span></p>
<p class=""MsoNormal"" style=""line-height: normal;""><span style=""font-size: 12pt; font-family: 'Times New Roman', serif;"">&nbsp;</span></p>
<p class=""MsoNormal"" style=""line-height: normal;"">&nbsp;</p>
<p class=""MsoNormal"" style=""line-height: normal;"">&nbsp;</p>
<p class=""MsoNormal"" style=""line-height: normal;""><strong><span style=""font-size: 12pt; font-family: 'Times New Roman', serif;"">Made in PRC</span></strong></p>
<p class=""MsoNormal"">&nbsp;</p>",,,,0,"['authentic-beauty', 'Wedding', 'trending ', 'eid khushi']",0.6g Stick,4.93,450
Stainless Steel Tongue Scraper Cleaners For Oral Care Reducing Bad Breath Tool for Adults & Kids,beauty,No Brand,0,"<hr class=""bucketDivider"" noshade=""noshade"" size=""1"">
<h2>Product Description</h2>
<div class=""aplus-v2 desktop celwidget"">
<div class=""celwidget aplus-module premium-module-2-fullbackground-image aplus-premium"">
<div class=""a-section a-spacing-none premium-aplus premium-aplus-module-2"">
<div class=""a-section a-text-center"">
<p class=""aplus-description aplus-container-3 aplus-p1""><span class=""a-text-italic""><span class=""a-text-bold"">Research</span>&nbsp;suggests that using a tongue scraper twice daily can improve your sense of taste. Your tongue may be able to better distinguish between all sensations,&nbsp;<span class=""a-text-bold"">MATERIALS</span>: 100 % Medical Grade 304 Stainless Steel Powered by Nature,&nbsp;<span class=""a-text-bold"">Robotic Engineering</span>&nbsp;- super sturdy &amp; durable, made for lifetime use</span></p>
</div>
</div>
</div>
<div class=""celwidget aplus-module premium-module-2-fullbackground-image aplus-premium"">
<div class=""a-section a-spacing-none premium-aplus premium-aplus-module-2"">
<div class=""a-section a-spacing-none premium-background-wrapper"">
<div class=""a-section a-spacing-none background-image"">&nbsp;</div>
</div>
<div class=""a-section a-text-center"">
<p class=""aplus-description aplus-container-3 aplus-p1""><span class=""a-text-bold""><span class=""a-text-italic"">The ancient Ayurvedic recommendation of tongue scraping for maintaining oral hygiene is one that is often overlooked. There are many benefits to this daily practice as far as oral health, and overall health, since the oral cavity is one of the main gateways between your mind/body &amp; the environment.</span></span></p>
</div>
</div>
</div>
<div class=""celwidget aplus-module premium-module-4-two-column-images aplus-premium"">
<div class=""a-section a-spacing-none premium-aplus premium-aplus-module-4 aplus-container-1"">
<div class=""a-section a-spacing-none premium-aplus-two-column"">
<div class=""a-section a-spacing-none premium-aplus-column"">
<div class=""a-section a-spacing-none {'column-image'}""><img src=""https://cdn2.arogga.com/eyJidWNrZXQiOiJhcm9nZ2EiLCJrZXkiOiJtZWRpY2luZURlc2NyaXB0aW9uXC8zNFwvMzQyNjEtM2UwcmZsZ241YTVzYi5qcGVnIiwiZWRpdHMiOltdfQ=="" alt=""MasterMedi Tongue Scraper""></div>
<div class=""a-section a-spacing-none column-heading"">
<h1 class=""aplus-h3 a-text-bold"">Follow these steps:</h1>
</div>
<div class=""a-section a-spacing-none column-description"">
<p class=""aplus-p3"">&nbsp;</p>
<ul class=""a-unordered-list a-vertical"">
<li><span class=""a-list-item"">Gently set the rounded end of the tongue cleaner at the back of your tongue.</span></li>
<li><span class=""a-list-item"">Gently touch the scraper to your tongue. Slowly pull it forward.</span></li>
<li><span class=""a-list-item"">You should never push the scraper from the tip of your tongue back.</span></li>
<li><span class=""a-list-item"">Wash the metal tongue scraper with warm water and soap, dry, and store in a clean, dry area.</span></li>
</ul>
</div>
</div>
</div>
</div>
</div>
</div>",,,,0,[],1's Pack,3.33,50
Famotack,medicine,Square Pharmaceuticals PLC.,0,,Famotack 5ml/ 40mg Syrup( ফার্মটাকে ৫ মিলি / ৪০ মিগ্রা  সিরাপ) is indicated in-. Gastric ulcer; Duodenal ulcer; Anastomotic ulcer; Acute stress ulcer; Reflux esophagitis and; Zollinger-Ellison syndrome.,,Square Pharmaceuticals Ltd.,0,[],50ml bot,0,55
Pantobex 20,medicine,Beximco Pharmaceuticals Ltd.,0,,,,Beximco Pharmaceuticals Ltd.,0,[],Tablet,0,5
Metfo 500,medicine,Pacific Pharmaceuticals Ltd.,0,,,,Pacific Pharmaceuticals Ltd.,0,"['b2b', 'chronic disease']",Tablet,0,4
Esoral,medicine,Eskayef Pharmaceuticals Ltd.,0,,,,Eskayef Pharmaceuticals Ltd.,0,['b2b'],Tablet,0,6
Dexalax 30,medicine,Delta Pharma Limited,0,,,,Delta Pharma Limited,0,[],Capsule,0,6
